year,county,B17020_001E,B17020_002E,B17020_003E,B17020_004E,B17020_005E,state,county 1
01/01/2018 12:00:00 AM,"Tazewell County, Virginia",40559,6550,895,711,351,51,185
01/01/2015 12:00:00 AM,"Accomack County, Virginia",32582,6384,741,828,497,51,001
01/01/2015 12:00:00 AM,"Albemarle County, Virginia",95348,9714,735,502,829,51,003
01/01/2015 12:00:00 AM,"Alleghany County, Virginia",15765,2682,246,295,225,51,005
01/01/2015 12:00:00 AM,"Amelia County, Virginia",12665,1471,205,187,81,51,007
01/01/2015 12:00:00 AM,"Amherst County, Virginia",31371,4086,353,422,357,51,009
01/01/2014 12:00:00 AM,"Accomack County, Virginia",32646,6697,849,847,427,51,001
01/01/2015 12:00:00 AM,"Appomattox County, Virginia",15116,2668,204,314,361,51,011
01/01/2014 12:00:00 AM,"Albemarle County, Virginia",94466,9162,623,528,839,51,003
01/01/2015 12:00:00 AM,"Arlington County, Virginia",221211,19996,1558,1412,1235,51,013
01/01/2014 12:00:00 AM,"Alleghany County, Virginia",15836,2250,195,285,130,51,005
01/01/2015 12:00:00 AM,"Augusta County, Virginia",70277,6694,500,683,825,51,015
01/01/2014 12:00:00 AM,"Amelia County, Virginia",12658,1210,113,121,57,51,007
01/01/2015 12:00:00 AM,"Bath County, Virginia",4488,347,9,0,22,51,017
01/01/2014 12:00:00 AM,"Amherst County, Virginia",31337,3509,379,289,248,51,009
01/01/2015 12:00:00 AM,"Bedford County, Virginia",75856,7372,791,589,663,51,019
01/01/2014 12:00:00 AM,"Appomattox County, Virginia",14983,2732,199,261,391,51,011
01/01/2015 12:00:00 AM,"Bland County, Virginia",5725,621,80,52,23,51,021
01/01/2014 12:00:00 AM,"Arlington County, Virginia",217382,19115,1601,1360,1336,51,013
01/01/2015 12:00:00 AM,"Botetourt County, Virginia",32837,2701,240,274,280,51,023
01/01/2014 12:00:00 AM,"Augusta County, Virginia",69988,6536,632,594,747,51,015
01/01/2015 12:00:00 AM,"Brunswick County, Virginia",14829,3298,440,349,289,51,025
01/01/2014 12:00:00 AM,"Bath County, Virginia",4559,426,12,0,29,51,017
01/01/2015 12:00:00 AM,"Buchanan County, Virginia",22362,5841,540,421,674,51,027
01/01/2014 12:00:00 AM,"Bedford County, Virginia",75046,7638,969,732,546,51,019
01/01/2015 12:00:00 AM,"Buckingham County, Virginia",15010,2867,320,369,334,51,029
01/01/2014 12:00:00 AM,"Bland County, Virginia",5790,784,100,80,36,51,021
01/01/2015 12:00:00 AM,"Campbell County, Virginia",54455,7309,724,685,695,51,031
01/01/2014 12:00:00 AM,"Botetourt County, Virginia",32784,2350,220,282,252,51,023
01/01/2015 12:00:00 AM,"Caroline County, Virginia",27164,3601,408,530,469,51,033
01/01/2014 12:00:00 AM,"Brunswick County, Virginia",14848,3491,515,356,366,51,025
01/01/2015 12:00:00 AM,"Carroll County, Virginia",29692,5017,494,365,458,51,035
01/01/2014 12:00:00 AM,"Buchanan County, Virginia",22612,5427,581,505,605,51,027
01/01/2015 12:00:00 AM,"Charles City County, Virginia",7089,933,66,92,114,51,036
01/01/2014 12:00:00 AM,"Buckingham County, Virginia",14382,3189,396,330,456,51,029
01/01/2015 12:00:00 AM,"Charlotte County, Virginia",12138,2589,395,148,277,51,037
01/01/2014 12:00:00 AM,"Campbell County, Virginia",54287,8035,862,732,737,51,031
01/01/2015 12:00:00 AM,"Chesterfield County, Virginia",323229,24002,2681,2530,2590,51,041
01/01/2014 12:00:00 AM,"Caroline County, Virginia",27281,3411,395,433,477,51,033
01/01/2015 12:00:00 AM,"Clarke County, Virginia",14064,1556,213,78,221,51,043
01/01/2014 12:00:00 AM,"Carroll County, Virginia",29703,5502,560,480,464,51,035
01/01/2015 12:00:00 AM,"Craig County, Virginia",5195,611,45,117,15,51,045
01/01/2014 12:00:00 AM,"Charles City County, Virginia",7130,972,57,89,104,51,036
01/01/2015 12:00:00 AM,"Culpeper County, Virginia",46698,4320,554,434,295,51,047
01/01/2014 12:00:00 AM,"Charlotte County, Virginia",12217,2359,354,197,271,51,037
01/01/2015 12:00:00 AM,"Cumberland County, Virginia",9759,1996,350,145,268,51,049
01/01/2014 12:00:00 AM,"Chesterfield County, Virginia",319272,23079,2625,2386,2431,51,041
01/01/2015 12:00:00 AM,"Dickenson County, Virginia",15059,3225,445,287,293,51,051
01/01/2014 12:00:00 AM,"Clarke County, Virginia",14001,1336,140,101,159,51,043
01/01/2015 12:00:00 AM,"Dinwiddie County, Virginia",27397,4061,383,366,353,51,053
01/01/2014 12:00:00 AM,"Craig County, Virginia",5186,541,41,96,35,51,045
01/01/2015 12:00:00 AM,"Essex County, Virginia",11049,1533,113,181,149,51,057
01/01/2014 12:00:00 AM,"Culpeper County, Virginia",46262,4465,473,520,394,51,047
01/01/2015 12:00:00 AM,"Fairfax County, Virginia",1119457,66762,7323,7438,5708,51,059
01/01/2014 12:00:00 AM,"Cumberland County, Virginia",9854,1827,344,92,231,51,049
01/01/2015 12:00:00 AM,"Fauquier County, Virginia",67041,3762,456,393,245,51,061
01/01/2014 12:00:00 AM,"Dickenson County, Virginia",15270,3080,366,272,237,51,051
01/01/2015 12:00:00 AM,"Floyd County, Virginia",15435,1551,40,72,112,51,063
01/01/2014 12:00:00 AM,"Dinwiddie County, Virginia",27353,3755,303,297,337,51,053
01/01/2015 12:00:00 AM,"Fluvanna County, Virginia",24693,1618,129,71,131,51,065
01/01/2014 12:00:00 AM,"Essex County, Virginia",11059,1366,87,129,110,51,057
01/01/2015 12:00:00 AM,"Franklin County, Virginia",54678,8123,851,1057,788,51,067
01/01/2014 12:00:00 AM,"Fairfax County, Virginia",1107694,66251,7793,7207,5948,51,059
01/01/2015 12:00:00 AM,"Frederick County, Virginia",80204,5247,499,541,448,51,069
01/01/2014 12:00:00 AM,"Fauquier County, Virginia",66268,3835,452,402,292,51,061
01/01/2015 12:00:00 AM,"Giles County, Virginia",16703,1891,69,40,168,51,071
01/01/2014 12:00:00 AM,"Floyd County, Virginia",15375,1623,50,96,131,51,063
01/01/2015 12:00:00 AM,"Gloucester County, Virginia",36726,2735,123,113,411,51,073
01/01/2014 12:00:00 AM,"Fluvanna County, Virginia",24687,1594,133,61,117,51,065
01/01/2015 12:00:00 AM,"Goochland County, Virginia",20424,1163,51,82,185,51,075
01/01/2014 12:00:00 AM,"Franklin County, Virginia",54812,7943,765,1043,892,51,067
01/01/2015 12:00:00 AM,"Grayson County, Virginia",15159,3244,439,270,260,51,077
01/01/2014 12:00:00 AM,"Frederick County, Virginia",79161,4641,409,345,405,51,069
01/01/2015 12:00:00 AM,"Greene County, Virginia",18757,1853,254,117,82,51,079
01/01/2014 12:00:00 AM,"Giles County, Virginia",16844,2236,155,104,170,51,071
01/01/2015 12:00:00 AM,"Greensville County, Virginia",7553,1490,78,232,216,51,081
01/01/2014 12:00:00 AM,"Gloucester County, Virginia",36649,3157,186,107,514,51,073
01/01/2015 12:00:00 AM,"Halifax County, Virginia",34747,6675,577,716,611,51,083
01/01/2014 12:00:00 AM,"Goochland County, Virginia",19997,1235,142,63,167,51,075
01/01/2015 12:00:00 AM,"Hanover County, Virginia",99296,5976,659,531,652,51,085
01/01/2014 12:00:00 AM,"Grayson County, Virginia",14926,3019,349,223,314,51,077
01/01/2015 12:00:00 AM,"Henrico County, Virginia",316051,33914,4950,3343,3728,51,087
01/01/2014 12:00:00 AM,"Greene County, Virginia",18603,2111,415,180,93,51,079
01/01/2015 12:00:00 AM,"Henry County, Virginia",51956,9520,980,1303,977,51,089
01/01/2014 12:00:00 AM,"Greensville County, Virginia",8231,1649,145,269,198,51,081
01/01/2015 12:00:00 AM,"Highland County, Virginia",2236,282,17,43,8,51,091
01/01/2014 12:00:00 AM,"Halifax County, Virginia",34914,7052,769,712,637,51,083
01/01/2015 12:00:00 AM,"Isle of Wight County, Virginia",35441,4137,575,546,375,51,093
01/01/2014 12:00:00 AM,"Hanover County, Virginia",98562,5418,568,364,519,51,085
01/01/2015 12:00:00 AM,"James City County, Virginia",69811,5648,630,464,435,51,095
01/01/2014 12:00:00 AM,"Henrico County, Virginia",311822,33436,5094,3234,3484,51,087
01/01/2015 12:00:00 AM,"King and Queen County, Virginia",7106,949,70,130,239,51,097
01/01/2014 12:00:00 AM,"Henry County, Virginia",52375,9328,880,1242,923,51,089
01/01/2015 12:00:00 AM,"King George County, Virginia",24763,1366,257,107,101,51,099
01/01/2014 12:00:00 AM,"Highland County, Virginia",2247,281,22,39,10,51,091
01/01/2015 12:00:00 AM,"King William County, Virginia",16020,1897,161,291,377,51,101
01/01/2014 12:00:00 AM,"Isle of Wight County, Virginia",35251,3977,557,499,322,51,093
01/01/2015 12:00:00 AM,"Lancaster County, Virginia",11048,1246,93,80,49,51,103
01/01/2014 12:00:00 AM,"James City County, Virginia",68972,5835,687,526,432,51,095
01/01/2015 12:00:00 AM,"Lee County, Virginia",23734,6027,606,629,668,51,105
01/01/2014 12:00:00 AM,"King and Queen County, Virginia",7073,800,65,130,190,51,097
01/01/2015 12:00:00 AM,"Loudoun County, Virginia",349280,14047,1564,1157,1412,51,107
01/01/2014 12:00:00 AM,"King George County, Virginia",24296,1400,256,169,114,51,099
01/01/2015 12:00:00 AM,"Louisa County, Virginia",33837,3385,306,334,278,51,109
01/01/2014 12:00:00 AM,"King William County, Virginia",15969,1869,123,315,367,51,101
01/01/2015 12:00:00 AM,"Lunenburg County, Virginia",11138,2279,230,252,153,51,111
01/01/2014 12:00:00 AM,"Lancaster County, Virginia",11091,1209,85,104,52,51,103
01/01/2015 12:00:00 AM,"Madison County, Virginia",12967,1613,150,232,65,51,113
01/01/2014 12:00:00 AM,"Lee County, Virginia",23926,6226,592,553,725,51,105
01/01/2015 12:00:00 AM,"Mathews County, Virginia",8802,613,17,97,55,51,115
01/01/2014 12:00:00 AM,"Loudoun County, Virginia",337189,12942,1503,1224,1314,51,107
01/01/2015 12:00:00 AM,"Mecklenburg County, Virginia",30159,5975,496,758,416,51,117
01/01/2014 12:00:00 AM,"Louisa County, Virginia",33602,3240,325,305,259,51,109
01/01/2015 12:00:00 AM,"Middlesex County, Virginia",10370,982,88,66,91,51,119
01/01/2014 12:00:00 AM,"Lunenburg County, Virginia",11243,2234,235,200,120,51,111
01/01/2015 12:00:00 AM,"Montgomery County, Virginia",87382,21707,1193,661,711,51,121
01/01/2014 12:00:00 AM,"Madison County, Virginia",13037,1805,219,286,59,51,113
01/01/2015 12:00:00 AM,"Nelson County, Virginia",14671,2159,192,137,142,51,125
01/01/2014 12:00:00 AM,"Mathews County, Virginia",8838,805,225,124,39,51,115
01/01/2015 12:00:00 AM,"New Kent County, Virginia",19012,1327,252,68,168,51,127
01/01/2014 12:00:00 AM,"Mecklenburg County, Virginia",30453,6075,579,810,452,51,117
01/01/2015 12:00:00 AM,"Northampton County, Virginia",11878,2730,425,313,181,51,131
01/01/2014 12:00:00 AM,"Middlesex County, Virginia",10505,1030,93,61,102,51,119
01/01/2015 12:00:00 AM,"Northumberland County, Virginia",12286,1352,33,23,259,51,133
01/01/2014 12:00:00 AM,"Montgomery County, Virginia",86239,22046,1292,684,814,51,121
01/01/2014 12:00:00 AM,"Nelson County, Virginia",14717,2069,134,28,152,51,125
01/01/2015 12:00:00 AM,"Nottoway County, Virginia",14268,3444,351,301,131,51,135
01/01/2014 12:00:00 AM,"New Kent County, Virginia",18600,1009,112,56,143,51,127
01/01/2015 12:00:00 AM,"Orange County, Virginia",33891,4105,492,575,584,51,137
01/01/2014 12:00:00 AM,"Northampton County, Virginia",11990,2853,403,269,185,51,131
01/01/2015 12:00:00 AM,"Page County, Virginia",23616,3880,450,228,318,51,139
01/01/2014 12:00:00 AM,"Northumberland County, Virginia",12302,1500,21,16,249,51,133
01/01/2015 12:00:00 AM,"Patrick County, Virginia",18022,3818,393,411,317,51,141
01/01/2014 12:00:00 AM,"Nottoway County, Virginia",14490,3029,274,231,126,51,135
01/01/2015 12:00:00 AM,"Pittsylvania County, Virginia",61869,9944,1134,1344,704,51,143
01/01/2014 12:00:00 AM,"Orange County, Virginia",33708,4234,472,537,553,51,137
01/01/2015 12:00:00 AM,"Powhatan County, Virginia",25580,1252,12,105,46,51,145
01/01/2014 12:00:00 AM,"Page County, Virginia",23674,4065,464,191,349,51,139
01/01/2015 12:00:00 AM,"Prince Edward County, Virginia",18487,3883,212,411,204,51,147
01/01/2014 12:00:00 AM,"Patrick County, Virginia",18140,3657,375,414,263,51,141
01/01/2015 12:00:00 AM,"Prince George County, Virginia",33565,3370,352,405,343,51,149
01/01/2014 12:00:00 AM,"Pittsylvania County, Virginia",61936,9001,907,917,780,51,143
01/01/2015 12:00:00 AM,"Prince William County, Virginia",432147,28739,4171,4157,3614,51,153
01/01/2014 12:00:00 AM,"Powhatan County, Virginia",25316,1365,42,138,71,51,145
01/01/2015 12:00:00 AM,"Pulaski County, Virginia",33435,4506,481,285,323,51,155
01/01/2014 12:00:00 AM,"Prince Edward County, Virginia",18636,4164,316,447,231,51,147
01/01/2015 12:00:00 AM,"Rappahannock County, Virginia",7413,733,70,53,100,51,157
01/01/2014 12:00:00 AM,"Prince George County, Virginia",32454,3281,270,376,327,51,149
01/01/2015 12:00:00 AM,"Richmond County, Virginia",7092,748,49,45,80,51,159
01/01/2014 12:00:00 AM,"Prince William County, Virginia",423575,27593,3901,3921,3693,51,153
01/01/2015 12:00:00 AM,"Roanoke County, Virginia",91399,7607,563,594,791,51,161
01/01/2014 12:00:00 AM,"Pulaski County, Virginia",33565,4567,447,303,362,51,155
01/01/2015 12:00:00 AM,"Rockbridge County, Virginia",22205,3085,241,327,256,51,163
01/01/2014 12:00:00 AM,"Rappahannock County, Virginia",7397,788,74,41,123,51,157
01/01/2015 12:00:00 AM,"Rockingham County, Virginia",75989,8471,939,815,1130,51,165
01/01/2014 12:00:00 AM,"Richmond County, Virginia",7151,922,44,40,162,51,159
01/01/2015 12:00:00 AM,"Russell County, Virginia",27953,5777,458,489,510,51,167
01/01/2014 12:00:00 AM,"Roanoke County, Virginia",91022,7175,522,556,715,51,161
01/01/2015 12:00:00 AM,"Scott County, Virginia",21842,4406,472,331,429,51,169
01/01/2014 12:00:00 AM,"Rockbridge County, Virginia",22131,2915,231,107,286,51,163
01/01/2015 12:00:00 AM,"Shenandoah County, Virginia",42217,5138,516,504,704,51,171
01/01/2014 12:00:00 AM,"Rockingham County, Virginia",75632,8230,938,859,1181,51,165
01/01/2015 12:00:00 AM,"Smyth County, Virginia",31119,5815,767,507,612,51,173
01/01/2014 12:00:00 AM,"Russell County, Virginia",28124,5249,447,408,421,51,167
01/01/2015 12:00:00 AM,"Southampton County, Virginia",16852,2649,322,264,280,51,175
01/01/2014 12:00:00 AM,"Scott County, Virginia",22210,4236,376,342,406,51,169
01/01/2015 12:00:00 AM,"Spotsylvania County, Virginia",126799,10396,1305,1159,1088,51,177
01/01/2014 12:00:00 AM,"Shenandoah County, Virginia",42059,5382,490,588,811,51,171
01/01/2015 12:00:00 AM,"Stafford County, Virginia",133187,6948,732,1073,772,51,179
01/01/2014 12:00:00 AM,"Smyth County, Virginia",31277,6044,929,575,594,51,173
01/01/2015 12:00:00 AM,"Surry County, Virginia",6823,881,123,100,31,51,181
01/01/2014 12:00:00 AM,"Southampton County, Virginia",17037,2471,298,240,225,51,175
01/01/2015 12:00:00 AM,"Sussex County, Virginia",6629,1362,208,228,64,51,183
01/01/2014 12:00:00 AM,"Spotsylvania County, Virginia",125230,10121,1265,1168,946,51,177
01/01/2015 12:00:00 AM,"Tazewell County, Virginia",42368,7518,735,678,517,51,185
01/01/2014 12:00:00 AM,"Stafford County, Virginia",130835,7125,809,1062,813,51,179
01/01/2015 12:00:00 AM,"Warren County, Virginia",37579,3696,298,373,307,51,187
01/01/2014 12:00:00 AM,"Surry County, Virginia",6885,786,109,79,47,51,181
01/01/2015 12:00:00 AM,"Washington County, Virginia",53272,6845,640,703,419,51,191
01/01/2014 12:00:00 AM,"Sussex County, Virginia",7075,1589,189,181,158,51,183
01/01/2015 12:00:00 AM,"Westmoreland County, Virginia",17494,2323,218,141,117,51,193
01/01/2014 12:00:00 AM,"Tazewell County, Virginia",42922,8375,848,834,632,51,185
01/01/2015 12:00:00 AM,"Wise County, Virginia",37507,8414,1039,884,601,51,195
01/01/2014 12:00:00 AM,"Warren County, Virginia",37375,3682,386,301,299,51,187
01/01/2015 12:00:00 AM,"Wythe County, Virginia",28891,4356,220,402,414,51,197
01/01/2014 12:00:00 AM,"Washington County, Virginia",53485,6576,632,472,417,51,191
01/01/2015 12:00:00 AM,"York County, Virginia",65385,4198,346,481,498,51,199
01/01/2014 12:00:00 AM,"Westmoreland County, Virginia",17400,2215,122,108,139,51,193
01/01/2015 12:00:00 AM,"Alexandria city, Virginia",148150,12359,1370,1093,896,51,510
01/01/2014 12:00:00 AM,"Wise County, Virginia",37840,8593,1006,875,590,51,195
01/01/2015 12:00:00 AM,"Bristol city, Virginia",17172,3496,490,249,432,51,520
01/01/2014 12:00:00 AM,"Wythe County, Virginia",28959,4379,337,373,467,51,197
01/01/2015 12:00:00 AM,"Buena Vista city, Virginia",6175,1755,198,219,145,51,530
01/01/2014 12:00:00 AM,"York County, Virginia",64850,4039,283,433,501,51,199
01/01/2015 12:00:00 AM,"Charlottesville city, Virginia",42540,10995,598,417,383,51,540
01/01/2014 12:00:00 AM,"Alexandria city, Virginia",145129,12661,1275,1372,820,51,510
01/01/2015 12:00:00 AM,"Chesapeake city, Virginia",223607,21734,2895,3179,2169,51,550
01/01/2014 12:00:00 AM,"Bristol city, Virginia",17205,3369,472,219,426,51,520
01/01/2015 12:00:00 AM,"Colonial Heights city, Virginia",17333,1974,158,238,251,51,570
01/01/2014 12:00:00 AM,"Buena Vista city, Virginia",6221,1424,170,145,102,51,530
01/01/2015 12:00:00 AM,"Covington city, Virginia",5633,1437,37,167,256,51,580
01/01/2014 12:00:00 AM,"Charlottesville city, Virginia",41829,11517,632,402,300,51,540
01/01/2015 12:00:00 AM,"Danville city, Virginia",40661,9629,1227,971,1018,51,590
01/01/2014 12:00:00 AM,"Chesapeake city, Virginia",221374,20035,2678,2598,2079,51,550
01/01/2015 12:00:00 AM,"Emporia city, Virginia",5457,1907,197,237,258,51,595
01/01/2014 12:00:00 AM,"Colonial Heights city, Virginia",17322,1836,236,216,211,51,570
01/01/2015 12:00:00 AM,"Fairfax city, Virginia",22778,1593,21,37,129,51,600
01/01/2014 12:00:00 AM,"Covington city, Virginia",5768,1264,26,115,244,51,580
01/01/2015 12:00:00 AM,"Falls Church city, Virginia",13284,361,0,57,38,51,610
01/01/2014 12:00:00 AM,"Danville city, Virginia",40971,10684,1608,1114,1041,51,590
01/01/2015 12:00:00 AM,"Franklin city, Virginia",8321,1762,215,210,245,51,620
01/01/2014 12:00:00 AM,"Emporia city, Virginia",5457,1887,285,132,178,51,595
01/01/2015 12:00:00 AM,"Fredericksburg city, Virginia",24878,4108,404,395,281,51,630
01/01/2014 12:00:00 AM,"Fairfax city, Virginia",22883,2005,118,91,254,51,600
01/01/2015 12:00:00 AM,"Galax city, Virginia",6586,1766,186,303,205,51,640
01/01/2014 12:00:00 AM,"Falls Church city, Virginia",13066,602,137,32,28,51,610
01/01/2015 12:00:00 AM,"Hampton city, Virginia",132194,20187,2657,2616,1879,51,650
01/01/2014 12:00:00 AM,"Franklin city, Virginia",8395,2164,245,270,298,51,620
01/01/2015 12:00:00 AM,"Harrisonburg city, Virginia",44091,14326,818,468,492,51,660
01/01/2014 12:00:00 AM,"Fredericksburg city, Virginia",24096,4634,450,350,372,51,630
01/01/2015 12:00:00 AM,"Hopewell city, Virginia",21879,4165,521,444,607,51,670
01/01/2014 12:00:00 AM,"Galax city, Virginia",6721,1732,265,307,145,51,640
01/01/2015 12:00:00 AM,"Lexington city, Virginia",3349,678,33,40,42,51,678
01/01/2014 12:00:00 AM,"Hampton city, Virginia",131988,20410,2904,2530,1922,51,650
01/01/2015 12:00:00 AM,"Lynchburg city, Virginia",67595,16775,1675,1728,1332,51,680
01/01/2014 12:00:00 AM,"Harrisonburg city, Virginia",43328,14087,772,392,386,51,660
01/01/2015 12:00:00 AM,"Manassas city, Virginia",40716,3945,688,459,394,51,683
01/01/2014 12:00:00 AM,"Hopewell city, Virginia",21913,3885,493,319,540,51,670
01/01/2015 12:00:00 AM,"Manassas Park city, Virginia",15545,1232,162,143,118,51,685
01/01/2014 12:00:00 AM,"Lexington city, Virginia",3615,699,54,29,5,51,678
01/01/2015 12:00:00 AM,"Martinsville city, Virginia",13177,3105,396,223,235,51,690
01/01/2014 12:00:00 AM,"Lynchburg city, Virginia",67539,16591,1958,1424,1348,51,680
01/01/2015 12:00:00 AM,"Newport News city, Virginia",172359,26984,4413,3542,2120,51,700
01/01/2014 12:00:00 AM,"Manassas city, Virginia",40366,4953,909,655,555,51,683
01/01/2015 12:00:00 AM,"Norfolk city, Virginia",220475,46288,6187,4836,3851,51,710
01/01/2014 12:00:00 AM,"Manassas Park city, Virginia",14941,1396,182,174,118,51,685
01/01/2015 12:00:00 AM,"Norton city, Virginia",3949,949,204,17,68,51,720
01/01/2014 12:00:00 AM,"Martinsville city, Virginia",13240,3424,445,229,350,51,690
01/01/2015 12:00:00 AM,"Petersburg city, Virginia",31376,8795,1227,999,755,51,730
01/01/2014 12:00:00 AM,"Newport News city, Virginia",172654,26312,4118,3494,2418,51,700
01/01/2015 12:00:00 AM,"Poquoson city, Virginia",12026,502,55,29,42,51,735
01/01/2014 12:00:00 AM,"Norfolk city, Virginia",220995,45195,6072,5074,3745,51,710
01/01/2015 12:00:00 AM,"Portsmouth city, Virginia",93251,17000,2626,2088,1949,51,740
01/01/2014 12:00:00 AM,"Norton city, Virginia",3962,587,47,0,44,51,720
01/01/2015 12:00:00 AM,"Radford city, Virginia",14104,5497,76,142,120,51,750
01/01/2014 12:00:00 AM,"Petersburg city, Virginia",31683,8714,1444,934,723,51,730
01/01/2015 12:00:00 AM,"Richmond city, Virginia",203150,51828,6595,5075,3633,51,760
01/01/2014 12:00:00 AM,"Poquoson city, Virginia",12052,753,19,76,119,51,735
01/01/2015 12:00:00 AM,"Roanoke city, Virginia",96709,20514,2709,2286,1891,51,770
01/01/2014 12:00:00 AM,"Portsmouth city, Virginia",92838,16886,2577,2076,2011,51,740
01/01/2015 12:00:00 AM,"Salem city, Virginia",23016,2578,233,141,250,51,775
01/01/2014 12:00:00 AM,"Radford city, Virginia",14020,5553,63,167,115,51,750
01/01/2015 12:00:00 AM,"Staunton city, Virginia",22944,4052,441,545,287,51,790
01/01/2014 12:00:00 AM,"Richmond city, Virginia",200784,51295,6808,4815,3478,51,760
01/01/2015 12:00:00 AM,"Suffolk city, Virginia",85167,9835,1380,1275,1180,51,800
01/01/2014 12:00:00 AM,"Roanoke city, Virginia",96176,21057,3008,2320,1724,51,770
01/01/2015 12:00:00 AM,"Virginia Beach city, Virginia",436551,36267,4938,4206,3530,51,810
01/01/2014 12:00:00 AM,"Salem city, Virginia",23138,2691,297,125,235,51,775
01/01/2015 12:00:00 AM,"Waynesboro city, Virginia",20780,3796,695,372,209,51,820
01/01/2014 12:00:00 AM,"Staunton city, Virginia",22897,4173,389,537,417,51,790
01/01/2015 12:00:00 AM,"Williamsburg city, Virginia",10733,2401,87,145,74,51,830
01/01/2014 12:00:00 AM,"Suffolk city, Virginia",84444,9401,1365,1227,1183,51,800
01/01/2015 12:00:00 AM,"Winchester city, Virginia",26193,4200,303,593,270,51,840
01/01/2014 12:00:00 AM,"Virginia Beach city, Virginia",434326,36079,4968,4280,3590,51,810
01/01/2014 12:00:00 AM,"Waynesboro city, Virginia",20864,4329,478,709,354,51,820
01/01/2014 12:00:00 AM,"Williamsburg city, Virginia",10140,2080,78,134,71,51,830
01/01/2014 12:00:00 AM,"Winchester city, Virginia",25950,4048,388,506,156,51,840
01/01/2018 12:00:00 AM,"Falls Church city, Virginia",14033,377,22,11,36,51,610
01/01/2018 12:00:00 AM,"Manassas Park city, Virginia",16321,1583,199,340,59,51,685
01/01/2018 12:00:00 AM,"Poquoson city, Virginia",11983,536,75,26,24,51,735
01/01/2018 12:00:00 AM,"Sussex County, Virginia",7890,1382,138,184,119,51,183
01/01/2018 12:00:00 AM,"Waynesboro city, Virginia",21633,3766,535,466,336,51,820
01/01/2018 12:00:00 AM,"Roanoke city, Virginia",97694,20046,2571,2329,1856,51,770
01/01/2018 12:00:00 AM,"Salem city, Virginia",23010,2095,141,222,213,51,775
01/01/2018 12:00:00 AM,"Norfolk city, Virginia",220136,43383,5857,4455,3723,51,710
01/01/2018 12:00:00 AM,"Charlotte County, Virginia",11873,2859,249,262,439,51,037
01/01/2018 12:00:00 AM,"Fairfax County, Virginia",1133591,69895,7252,7203,6402,51,059
01/01/2018 12:00:00 AM,"Greensville County, Virginia",8444,1407,83,236,165,51,081
01/01/2018 12:00:00 AM,"James City County, Virginia",73195,5695,549,775,340,51,095
01/01/2018 12:00:00 AM,"Russell County, Virginia",27078,5276,365,321,464,51,167
01/01/2018 12:00:00 AM,"Smyth County, Virginia",30324,5818,553,394,579,51,173
01/01/2018 12:00:00 AM,"Lexington city, Virginia",3820,826,0,23,79,51,678
01/01/2018 12:00:00 AM,"Campbell County, Virginia",54494,6414,488,620,504,51,031
01/01/2018 12:00:00 AM,"Henry County, Virginia",50886,10347,948,1245,1116,51,089
01/01/2018 12:00:00 AM,"King George County, Virginia",25647,1452,158,206,222,51,099
01/01/2018 12:00:00 AM,"Lancaster County, Virginia",10713,983,78,21,72,51,103
01/01/2018 12:00:00 AM,"Lee County, Virginia",22591,5414,444,448,423,51,105
01/01/2018 12:00:00 AM,"Mathews County, Virginia",8713,942,74,93,69,51,115
01/01/2018 12:00:00 AM,"Middlesex County, Virginia",10353,874,71,36,18,51,119
01/01/2018 12:00:00 AM,"Prince George County, Virginia",33926,3142,450,396,370,51,149
01/01/2018 12:00:00 AM,"Rockingham County, Virginia",77499,7401,683,522,696,51,165
01/01/2018 12:00:00 AM,"Scott County, Virginia",21138,3923,305,296,252,51,169
01/01/2018 12:00:00 AM,"Surry County, Virginia",6600,839,69,78,85,51,181
01/01/2018 12:00:00 AM,"Appomattox County, Virginia",15487,2096,251,275,147,51,011
01/01/2018 12:00:00 AM,"Franklin County, Virginia",54475,8940,1031,910,894,51,067
01/01/2018 12:00:00 AM,"King and Queen County, Virginia",7042,1165,74,148,236,51,097
01/01/2018 12:00:00 AM,"Montgomery County, Virginia",88706,21533,828,732,634,51,121
01/01/2018 12:00:00 AM,"New Kent County, Virginia",20482,992,215,39,76,51,127
01/01/2018 12:00:00 AM,"Cumberland County, Virginia",9709,1880,273,146,251,51,049
01/01/2018 12:00:00 AM,"Goochland County, Virginia",21302,1136,26,94,108,51,075
01/01/2018 12:00:00 AM,"Halifax County, Virginia",34049,5145,391,756,242,51,083
01/01/2018 12:00:00 AM,"Madison County, Virginia",12940,1070,51,75,37,51,113
01/01/2018 12:00:00 AM,"Prince William County, Virginia",451060,30520,4259,3992,3541,51,153
01/01/2018 12:00:00 AM,"Southampton County, Virginia",16326,1665,165,207,152,51,175
01/01/2018 12:00:00 AM,"Highland County, Virginia",2184,268,31,0,6,51,091
01/01/2018 12:00:00 AM,"Brunswick County, Virginia",14390,3082,429,330,338,51,025
01/01/2018 12:00:00 AM,"Caroline County, Virginia",27904,2307,277,159,229,51,033
01/01/2018 12:00:00 AM,"Gloucester County, Virginia",36884,3125,255,287,357,51,073
01/01/2018 12:00:00 AM,"Northampton County, Virginia",11631,2216,370,228,183,51,131
01/01/2018 12:00:00 AM,"Patrick County, Virginia",17491,3264,454,361,324,51,141
01/01/2018 12:00:00 AM,"Powhatan County, Virginia",25870,1383,56,152,51,51,145
